id, label, degree
"""great hopes"" period, looking to the soviet union as a utopia","""great hopes"" period, looking to the soviet union as a utopia",1
"film culture assigned to czechoslovak cinema, mostly czech cinema","film culture assigned to czechoslovak cinema, mostly czech cinema",1
"italian leftist culture and czechoslovak cinema, 1945-1968","italian leftist culture and czechoslovak cinema, 1945-1968",1
"italy and italian culture, and communist party in western europe","italy and italian culture, and communist party in western europe",1
"national culture, shared to build a better man","national culture, shared to build a better man",1
"neorealist and socialist realist movies, and world war two resistance","neorealist and socialist realist movies, and world war two resistance",1
"risk of corruption, western support to young czech/slovak filmmakers","risk of corruption, western support to young czech/slovak filmmakers",1
"socialist democracies (1945 and 1948), hybrids of soviet-type","socialist democracies (1945 and 1948), hybrids of soviet-type",1
"subcultures based on a shared marxist ideology, influencing roles","subcultures based on a shared marxist ideology, influencing roles",1
personal agency,personal agency,1
pro-environmental behavior,pro-environmental behavior,1
religion and conservation,religion and conservation,1
angus maddison,angus maddison,1
per capita rates,per capita rates,1
relative global economic weight,relative global economic weight,1
archbishop makarios,archbishop makarios,1
eoka,eoka,1
georgios grivas,georgios grivas,1
john harding,john harding,1
nkid,nkid,1
political bureau,political bureau,1
contextualized values,contextualized values,1
self consistency,self consistency,1
christian refugees,christian refugees,1
english language learning,english language learning,1
language minority students,language minority students,1
biense'ance period,biense'ance period,1
canonical texts,canonical texts,1
literary translators,literary translators,1
romanticism period,romanticism period,1
citizen perceptions,citizen perceptions,1
"art-house films, across the iron curtain into international festivals","art-house films, across the iron curtain into international festivals",1
"blurring of art film/television, leveling geographical/cultural sensibilities","blurring of art film/television, leveling geographical/cultural sensibilities",1
"eastern europe, and gap between national cinema/national spectator","eastern europe, and gap between national cinema/national spectator",1
eastern european cinema from no end to the end,eastern european cinema from no end to the end,1
"fall of the curtain, east european cinema within global film studies","fall of the curtain, east european cinema within global film studies",1
"historical, consolidating socialism on a national basis","historical, consolidating socialism on a national basis",1
"national exceptionalism to regional within europe, and soviet occupation","national exceptionalism to regional within europe, and soviet occupation",1
"no end and the borgias, cultural/economic/institutional/political enterprise","no end and the borgias, cultural/economic/institutional/political enterprise",1
"the borgias, transformations sweeping eastern european cinema","the borgias, transformations sweeping eastern european cinema",1
"un-nationalizing cinemas, filmmaking decentralized/depoliticized","un-nationalizing cinemas, filmmaking decentralized/depoliticized",1
language functions,language functions,1
language structure,language structure,1
planners,planners,1
practical programs,practical programs,1
bilateral exchange,bilateral exchange,1
government-to-government,government-to-government,1
people-to-people,people-to-people,1
british planning,british planning,1
friendship organizations,friendship organizations,1
international knowledge flows,international knowledge flows,1
kulaks,kulaks,1
lefort,lefort,1
eastern siberia and the far east,eastern siberia and the far east,1
enterprises engaged in resource utilization,enterprises engaged in resource utilization,1
local areas,local areas,1
social and ecological consequences,social and ecological consequences,1
tax mechanism,tax mechanism,1
transformation of natural resource utilization,transformation of natural resource utilization,1
bakradze,bakradze,1
bocheński,bocheński,1
humanism of ideals,humanism of ideals,1
humanism of principles,humanism of principles,1
transitional totalitarianism,transitional totalitarianism,1
"""sociological propaganda""","""sociological propaganda""",1
social and structural,social and structural,1
artists statements,artists statements,1
černý,černý,1
counterfeit,counterfeit,1
david,david,1
enfant terrible,enfant terrible,1
false identity,false identity,1
provocateur,provocateur,1
till eulenspiegel,till eulenspiegel,1
accessibility,accessibility,1
housing privatization,housing privatization,1
publicly accessible space,publicly accessible space,1
the transformation of space,the transformation of space,1
interfax,interfax,1
college,college,1
ethnic differences in housing,ethnic differences in housing,1
social formation change,social formation change,1
"1990s and beyond, a phoenix rising out of the ashes","1990s and beyond, a phoenix rising out of the ashes",1
"east european films and the loss of interest, due to post-berlin wall euphoria","east european films and the loss of interest, due to post-berlin wall euphoria",1
eastern europe integration in global circulation of ideas' failing ground,eastern europe integration in global circulation of ideas' failing ground,1
"films on legacy of deportations to siberia, latvian dancer, and sex trade","films on legacy of deportations to siberia, latvian dancer, and sex trade",1
"inara kolmane, documentary filmmaker on youth drug addiction in latvia","inara kolmane, documentary filmmaker on youth drug addiction in latvia",1
"kolmane's mans virs andrejs saharovs, winning the lielais kristaps award","kolmane's mans virs andrejs saharovs, winning the lielais kristaps award",1
"latvia's documentary past, for understanding latvian documentary present","latvia's documentary past, for understanding latvian documentary present",1
"latvian documentary filmmakers, regaining a political independence","latvian documentary filmmakers, regaining a political independence",1
"the past, envisioning the future, post-1991 latvian documentary","the past, envisioning the future, post-1991 latvian documentary",1
"the soviet union and its collapse, 2011 marking its twentieth anniversary","the soviet union and its collapse, 2011 marking its twentieth anniversary",1
ex-soviet central asia,ex-soviet central asia,1
language behavior,language behavior,1
turkic ethnicities,turkic ethnicities,1
anti-social,anti-social,1
sexual abuse,sexual abuse,1
immigration & migration,immigration & migration,1
race & ethnicity,race & ethnicity,1
camerawork,camerawork,1
constitutive imagination,constitutive imagination,1
schismogenesis,schismogenesis,1
minerva,minerva,1
richta report,richta report,1
shils,shils,1
sts handbook,sts handbook,1
c5.0,c5.0,1
decision tree,decision tree,1
regional land cover classification,regional land cover classification,1
america and selznick international-1934 version of the man who knew too much,america and selznick international-1934 version of the man who knew too much,1
art and entertainment-hitchcock broadening his knowledge of soviet montage,art and entertainment-hitchcock broadening his knowledge of soviet montage,1
"commercial failure, under capricorn-hitchcock as a matrix figure in a double sense","commercial failure, under capricorn-hitchcock as a matrix figure in a double sense",1
"films, from rope through dial m for murder-adapted from other works","films, from rope through dial m for murder-adapted from other works",1
"from transatlantic to warner bros-preserving artistic vision of a project, overseeing creative and technical personnel who bring it to life","from transatlantic to warner bros-preserving artistic vision of a project, overseeing creative and technical personnel who bring it to life",1
"hitchcock, achieving his goal in late 1940s-having his own company, transatlantic pictures","hitchcock, achieving his goal in late 1940s-having his own company, transatlantic pictures",1
"hitchcock, plugging away at transatlantic issues-working on the paradine case","hitchcock, plugging away at transatlantic issues-working on the paradine case",1
"shifting currents, dividing point between hitchcock's-vivacious british phase and weightier american phase, beginning with rebecca (1940)","shifting currents, dividing point between hitchcock's-vivacious british phase and weightier american phase, beginning with rebecca (1940)",1
"strangers on a train-and difficulty in adapting highsmith's novel, proving to be","strangers on a train-and difficulty in adapting highsmith's novel, proving to be",1
"under capricorn, edging out as transatlantic's first production-helen simpson's novel, being in hitchcock's mind","under capricorn, edging out as transatlantic's first production-helen simpson's novel, being in hitchcock's mind",1
additive/subtractive methods,additive/subtractive methods,1
bipack,bipack,1
kinemacolor,kinemacolor,1
pavel mershin,pavel mershin,1
three-colour system,three-colour system,1
two-colour system,two-colour system,1
dialect and language,dialect and language,1
nationalism and dialects,nationalism and dialects,1
sociolinguistic theory,sociolinguistic theory,1
kennedy-khrushchev agreement,kennedy-khrushchev agreement,1
cultural research,cultural research,1
culture broker,culture broker,1
family roles,family roles,1
language broker,language broker,1
path analysis,path analysis,1
mena,mena,1
monopsony,monopsony,1
netback price,netback price,1
transit states,transit states,1
soviet annexation,soviet annexation,1
atrophy or implosion,atrophy or implosion,1
forces of change,forces of change,1
the russian axiom,the russian axiom,1
the russian system of personalized power,the russian system of personalized power,1
political opportunity,political opportunity,1
protest cycles,protest cycles,1
cultural texts,cultural texts,1
post-soviet memory culture,post-soviet memory culture,1
"""fairness,"" used alternatively as ethical and critical practice","""fairness,"" used alternatively as ethical and critical practice",1
"character of models, for incommensurability in hierarchy/inequality","character of models, for incommensurability in hierarchy/inequality",1
ethical arguments about inequality in the contemporary world,ethical arguments about inequality in the contemporary world,1
"fairness and recognition of inequality, seeing incommensurability for what it is","fairness and recognition of inequality, seeing incommensurability for what it is",1
"fairness, steeped in emotion and firstly an emotion by itself","fairness, steeped in emotion and firstly an emotion by itself",1
ideological-moral basis in kordonskii's estate ranking in post-soviet russia,ideological-moral basis in kordonskii's estate ranking in post-soviet russia,1
"positional strategies, compatibility with ontological thinking","positional strategies, compatibility with ontological thinking",1
inadvertent war,inadvertent war,1
soviet security,soviet security,1
economic man (homo economicus),economic man (homo economicus),1
andrei avinoff,andrei avinoff,1
andrey avinoff,andrey avinoff,1
avinoff-shoumatoff collection,avinoff-shoumatoff collection,1
bibliophiles,bibliophiles,1
israel perlstein,israel perlstein,1
simeon bolan,simeon bolan,1
soviet sales,soviet sales,1
mikhail vol'pin,mikhail vol'pin,1
nikolai erdman,nikolai erdman,1
tragicomedy,tragicomedy,1
domestic sources of foreign policy,domestic sources of foreign policy,1
external sources of foreign policy,external sources of foreign policy,1
minority-building,minority-building,1
state policies,state policies,1
geopolitical metanarrative,geopolitical metanarrative,1
holy russia,holy russia,1
neo-slavism,neo-slavism,1
slavia,slavia,1
chinese constitutionalism,chinese constitutionalism,1
late qing legal reform,late qing legal reform,1
transplantation of laws in china,transplantation of laws in china,1
u.s. constitutional principles,u.s. constitutional principles,1
hard drives,hard drives,1
e-health,e-health,1
online health information,online health information,1
social diversification hypothesis,social diversification hypothesis,1
ethno-national history,ethno-national history,1
local histories,local histories,1
russian political views,russian political views,1
the authoritarian syndrome,the authoritarian syndrome,1
the great power,the great power,1
activity-theory,activity-theory,1
anti-dualism,anti-dualism,1
leader community initiatives program,leader community initiatives program,1
skolkovo,skolkovo,1
3d films,3d films,1
scientific research film and photo institute (nikf),scientific research film and photo institute (nikf),1
semen ivanov,semen ivanov,1
stereo 35/19,stereo 35/19,1
stereo 70,stereo 70,1
widescreen,widescreen,1
culture repertoire,culture repertoire,1
total translation,total translation,1
translation as communication,translation as communication,1
"cinema-obsessive from youth - alfred hitchcock, seen as a movie brat ahead of his time","cinema-obsessive from youth - alfred hitchcock, seen as a movie brat ahead of his time",1
"four currents, and hitchcock - selective, inconsistent and often grudging","four currents, and hitchcock - selective, inconsistent and often grudging",1
"german cinema on hitchcock, all the stronger - delayed, and coming in a rush","german cinema on hitchcock, all the stronger - delayed, and coming in a rush",1
hitchcock and early filmmakers,hitchcock and early filmmakers,1
"hitchcock's professional interest - in the medium, rooted in pre-classical period","hitchcock's professional interest - in the medium, rooted in pre-classical period",1
"hitchcock's very distinctive formation - nearest we have, representative of medium of cinema","hitchcock's very distinctive formation - nearest we have, representative of medium of cinema",1
"hitchcock, a systematic reader of film publications - eye on stannard","hitchcock, a systematic reader of film publications - eye on stannard",1
"hitchcock, as a cosmopolitan filmmaker - lessons about medium, three pioneering schools","hitchcock, as a cosmopolitan filmmaker - lessons about medium, three pioneering schools",1
"reville and stannard, two of his closest early associates - stannard's high-profile series of five articles, for kinematograph weekly","reville and stannard, two of his closest early associates - stannard's high-profile series of five articles, for kinematograph weekly",1
"soviet theory, hitchcock himself - relating rear window to pudovkin, montage","soviet theory, hitchcock himself - relating rear window to pudovkin, montage",1
anti-reductionism,anti-reductionism,1
diffusion of subcultural trends,diffusion of subcultural trends,1
subcultural identity,subcultural identity,1
complex,complex,1
laboratory method,laboratory method,1
post-revolutionary school,post-revolutionary school,1
project method,project method,1
real-world relevance,real-world relevance,1
soviet mathematics education,soviet mathematics education,1
civil uprisings,civil uprisings,1
international confrontation,international confrontation,1
drugs and alcohol,drugs and alcohol,1
liquid natural gas,liquid natural gas,1
natural gas revolution,natural gas revolution,1
fragmented insurgencies,fragmented insurgencies,1
rural-urban cleavage,rural-urban cleavage,1
strategic outcomes,strategic outcomes,1
tacit coordination,tacit coordination,1
research agenda,research agenda,1
narrative intervention,narrative intervention,1
grassland,grassland,1
vegetation ecology,vegetation ecology,1
construction of meaning,construction of meaning,1
resource degradation,resource degradation,1
advertising history,advertising history,1
cinema of attractions,cinema of attractions,1
continuity editing,continuity editing,1
early cinema,early cinema,1
kino-glaz,kino-glaz,1
security and cooperation,security and cooperation,1
contested landscapes,contested landscapes,1
ethnographic field work,ethnographic field work,1
landscape polities,landscape polities,1
soviet collective farming,soviet collective farming,1
subbotniks,subbotniks,1
cultural value,cultural value,1
historical wooden architecture,historical wooden architecture,1
social diversity,social diversity,1
urban revitalization,urban revitalization,1
cultural shock,cultural shock,1
medvedev proposal,medvedev proposal,1
agricultural landscape,agricultural landscape,1
landscape structure,landscape structure,1
nine days of a year,nine days of a year,1
sergei mikaelian,sergei mikaelian,1
south azerbaijan,south azerbaijan,1
cultural looting,cultural looting,1
institute of jewish proletarian culture,institute of jewish proletarian culture,1
special corporation,special corporation,1
preference,preference,1
willingness to pay,willingness to pay,1
constructivist theory,constructivist theory,1
international relations identities,international relations identities,1
action research,action research,1
follow the innovation,follow the innovation,1
invariants,invariants,1
inversion objects,inversion objects,1
methodology of geography,methodology of geography,1
polymorphism of theoretical knowledge,polymorphism of theoretical knowledge,1
program-object symmetry,program-object symmetry,1
the theory of social relays,the theory of social relays,1
carrying capacity,carrying capacity,1
grazing pressure,grazing pressure,1
pasture potential,pasture potential,1
pasture tenure,pasture tenure,1
pasture use,pasture use,1
allied occupation law,allied occupation law,1
retroactive legislation,retroactive legislation,1
collier,collier,1
hankey,hankey,1
hauge,hauge,1
lange,lange,1
north atlantic treaty,north atlantic treaty,1
western union,western union,1
cranes,cranes,1
integrated conservation and development,integrated conservation and development,1
anthony blunt,anthony blunt,1
frederick antal,frederick antal,1
john berger,john berger,1
john pope-hennessy,john pope-hennessy,1
kritische berichte,kritische berichte,1
peter péri,peter péri,1
émigré,émigré,1
missing women,missing women,1
co <sub>2</sub> atmospheric concentrations,co <sub>2</sub> atmospheric concentrations,1
world economic growth,world economic growth,1
world population,world population,1
"beyond, the singularity of capitalism","beyond, the singularity of capitalism",1
central tenets of diverse economies,central tenets of diverse economies,1
decentered conceptualization of the economy,decentered conceptualization of the economy,1
diversity of class processes and class positionalities,diversity of class processes and class positionalities,1
gibson-graham and the community economies collective 2001,gibson-graham and the community economies collective 2001,1
insurmountable diversity of economies,insurmountable diversity of economies,1
material space for community economies,material space for community economies,1
multiple economies of post -soviet moscow,multiple economies of post -soviet moscow,1
organizational forms of diverse economies,organizational forms of diverse economies,1
principles of economic diversity,principles of economic diversity,1
basing rights,basing rights,1
language and thought,language and thought,1
politics of reform,politics of reform,1
ethiopian jews,ethiopian jews,1
russianjews,russianjews,1
nikolas roerich,nikolas roerich,1
religious policy of the ussr,religious policy of the ussr,1
tsyben zhamtsarano,tsyben zhamtsarano,1
economic differentiation,economic differentiation,1
regional diversity,regional diversity,1
religious denomination,religious denomination,1
separatist experience,separatist experience,1
stability of democracy,stability of democracy,1
north and south,north and south,1
sport and cold war,sport and cold war,1
education policy deregulation,education policy deregulation,1
israel education,israel education,1
off shores universities,off shores universities,1
derusification,derusification,1
contender state,contender state,1
state class,state class,1
collapse of collective security,collapse of collective security,1
geopolitical pressures,geopolitical pressures,1
sidedness in foreign policy,sidedness in foreign policy,1
territorial dismemberment,territorial dismemberment,1
khangai mountain range,khangai mountain range,1
old uighur runic texts,old uighur runic texts,1
qurug,qurug,1
toquz-oghuz people,toquz-oghuz people,1
uighur khaganate,uighur khaganate,1
annexations,annexations,1
anti-jewish policies,anti-jewish policies,1
mass violence,mass violence,1
grotius,grotius,1
central asian factors,central asian factors,1
energy interests,energy interests,1
energy relationship between china and russia,energy relationship between china and russia,1
family farming,family farming,1
generational succession,generational succession,1
intangible assets,intangible assets,1
land reserves,land reserves,1
anthropology of neoliberalism,anthropology of neoliberalism,1
cold war cinema,cold war cinema,1
ioc,ioc,1
olympic movement,olympic movement,1
siperco,siperco,1
cultural value fit,cultural value fit,1
admission testing,admission testing,1
assessment of higher order skills,assessment of higher order skills,1
consultancy,consultancy,1
former soviet and socialist republics,former soviet and socialist republics,1
lavrentii beria,lavrentii beria,1
hadiths,hadiths,1
islamic learning,islamic learning,1
textual interpretation,textual interpretation,1
realism/neorealism,realism/neorealism,1
tartu university,tartu university,1
tartu-moscow semiotics school,tartu-moscow semiotics school,1
alexandru moşanu,alexandru moşanu,1
declaration of independence of the republic of moldova,declaration of independence of the republic of moldova,1
mircea snegur,mircea snegur,1
russian-polish relations,russian-polish relations,1
public perceptions,public perceptions,1
comparative models,comparative models,1
communist master narrative,communist master narrative,1
gdr double-speak,gdr double-speak,1
ideological transmission,ideological transmission,1
lead-texts,lead-texts,1
meta-regression,meta-regression,1
care and education,care and education,1
early childhood,early childhood,1
constructivist epistemology,constructivist epistemology,1
epistemological shift,epistemological shift,1
correspondence of creative intellectuals,correspondence of creative intellectuals,1
gulag prison camp in siberia,gulag prison camp in siberia,1
mental and physical repression,mental and physical repression,1
multilayer creative heritage,multilayer creative heritage,1
soviet military occupation,soviet military occupation,1
assessment characteristic,assessment characteristic,1
education policy development,education policy development,1
maturita,maturita,1
misclassifications,misclassifications,1
religious affinity,religious affinity,1
territory/border,territory/border,1
board of trade,board of trade,1
stassen,stassen,1
thorneycroft,thorneycroft,1
"""folk poetry"" (narodnaia poeziia) or ""(oral) folk literature""","""folk poetry"" (narodnaia poeziia) or ""(oral) folk literature""",1
"""soviet folklore,"" new politics of culture","""soviet folklore,"" new politics of culture",1
"""traditional"" russian folkloristics","""traditional"" russian folkloristics",1
"post-soviet folkloristics in russia, facing a choice","post-soviet folkloristics in russia, facing a choice",1
"russian folkloristics, and german mythology","russian folkloristics, and german mythology",1
"russian folkloristics, diversity in terms of subjects, methods","russian folkloristics, diversity in terms of subjects, methods",1
"russian folkloristics, social constructionism","russian folkloristics, social constructionism",1
"russian heroic epics (byliny), politics of folklore","russian heroic epics (byliny), politics of folklore",1
"vladimir propp, best known russian folklorist","vladimir propp, best known russian folklorist",1
adolescent noncompliance,adolescent noncompliance,1
attainment,attainment,1
former soviet regions,former soviet regions,1
occupational status,occupational status,1
transitional societies,transitional societies,1
jewish partisans,jewish partisans,1
narocz,narocz,1
neqama,neqama,1
partisans' testimonies,partisans' testimonies,1
second world war partisans,second world war partisans,1
beef industry,beef industry,1
kirghizia,kirghizia,1
commercial television,commercial television,1
employment relations,employment relations,1
labour code,labour code,1
cultural dependences,cultural dependences,1
cultural export,cultural export,1
sovietising,sovietising,1
pomor,pomor,1
salmon fishing,salmon fishing,1
terskii coast,terskii coast,1
famine and terror,famine and terror,1
galician press,galician press,1
local government reform,local government reform,1
negative social institutions,negative social institutions,1
secret places,secret places,1
'glocalization','glocalization',1
adolescent immigrants,adolescent immigrants,1
friendship homophily,friendship homophily,1
communicative behavior,communicative behavior,1
russian-speaking contingent,russian-speaking contingent,1
shtetl definition,shtetl definition,1
shtetl population,shtetl population,1
shtetl size,shtetl size,1
distilled spirits,distilled spirits,1
vodka,vodka,1
postwar relief,postwar relief,1
citation score,citation score,1
impact factor,impact factor,1
level-aggregated indicator,level-aggregated indicator,1
mean weighted indicators,mean weighted indicators,1
normalized indicator of international collaboration,normalized indicator of international collaboration,1
novosibirk area,novosibirk area,1
research performance,research performance,1
industrial enclave,industrial enclave,1
international oil contracts,international oil contracts,1
multinational oil industry,multinational oil industry,1
tengiz,tengiz,1
memorial society,memorial society,1
spontaneous shrine,spontaneous shrine,1
the solovetsky islands,the solovetsky islands,1
urban population decline,urban population decline,1
composite culture,composite culture,1
hegemonic world,hegemonic world,1
post-washington consensus,post-washington consensus,1
intra-colonialism,intra-colonialism,1
les animots,les animots,1
o atlântico pardo,o atlântico pardo,1
language planning/policy,language planning/policy,1
high risk adolescents,high risk adolescents,1
inhalants,inhalants,1
coping efficacy,coping efficacy,1
personal/group career barriers,personal/group career barriers,1
judicial doctrine,judicial doctrine,1
historic cityscape,historic cityscape,1
'independent' and oppositional media,'independent' and oppositional media,1
press rights,press rights,1
civil-law reform,civil-law reform,1
feudal european law,feudal european law,1
feudal russian law,feudal russian law,1
real rights,real rights,1
rights in rem,rights in rem,1
"cult of suntan, a new hedonism, of a fit body","cult of suntan, a new hedonism, of a fit body",1
"ethnography rekindled, in tourist experience","ethnography rekindled, in tourist experience",1
"european tourism, and cultural practices","european tourism, and cultural practices",1
"new state-organized tourist economy, of the soviet","new state-organized tourist economy, of the soviet",1
"phenomenological, tourist attractions as ""cultural texts""","phenomenological, tourist attractions as ""cultural texts""",1
rhythm of mediterranean holidays,rhythm of mediterranean holidays,1
"the city break industry, landscape of double homes","the city break industry, landscape of double homes",1
"the iron curtain, reorganizing travel and tourism","the iron curtain, reorganizing travel and tourism",1
"tourism in 1936, threatening authenticity of traditional cultures","tourism in 1936, threatening authenticity of traditional cultures",1
"tourism, and the europeanizing of europe","tourism, and the europeanizing of europe",1
civil society - ngos,civil society - ngos,1
benzodiazepine,benzodiazepine,1
fatality,fatality,1
overdose,overdose,1
phenazepam,phenazepam,1
human values,human values,1
intermediaries,intermediaries,1
socio-legal studies,socio-legal studies,1
bankruptcy legislation,bankruptcy legislation,1
debt recovery,debt recovery,1
insolvency,insolvency,1
orderly market exit,orderly market exit,1
russian bankruptcy law,russian bankruptcy law,1
jus,jus,1
soviet legal doctrine,soviet legal doctrine,1
eu and international obligations,eu and international obligations,1
key reforms,key reforms,1
youth aspirations,youth aspirations,1
multi-objectives,multi-objectives,1
politicisation,politicisation,1
fear in learning,fear in learning,1
cognitive representations,cognitive representations,1
sexually transmitted diseases,sexually transmitted diseases,1
deleuze and guattari,deleuze and guattari,1
re-emerging national capital,re-emerging national capital,1
rīga,rīga,1
customary international law,customary international law,1
czech law,czech law,1
domestic law,domestic law,1
harsh punishment,harsh punishment,1
penal code,penal code,1
police officer,police officer,1
sexual drive,sexual drive,1
sexual relation,sexual relation,1
card game,card game,1
marxist analysis,marxist analysis,1
paradigms,paradigms,1
political theories,political theories,1
theoretical problems,theoretical problems,1
nagorno karabakh conflict,nagorno karabakh conflict,1
'virtuous cycle' of sport,'virtuous cycle' of sport,1
investment in elite sport,investment in elite sport,1
participation in sport,participation in sport,1
fall of the soviet union,fall of the soviet union,1
nuclear age,nuclear age,1
electricity liberalization,electricity liberalization,1
market institutions,market institutions,1
aliyev,aliyev,1
gulag archipelago,gulag archipelago,1
values of western law,values of western law,1
advisory commission,advisory commission,1
bush administration,bush administration,1
political appointee,political appointee,1
asie centrale,asie centrale,1
high modernity,high modernity,1
james c. scott,james c. scott,1
steppe de la faim,steppe de la faim,1
tadjikistan,tadjikistan,1
framework convention for the protection of national mminorities,framework convention for the protection of national mminorities,1
national cultural autonomy participation,national cultural autonomy participation,1
birth stories,birth stories,1
dick-read,dick-read,1
lamaze,lamaze,1
natural childbirth,natural childbirth,1
vel’vovskii,vel’vovskii,1
examinations,examinations,1
high-stakes,high-stakes,1
long-term mortality,long-term mortality,1
mortality selection,mortality selection,1
war cohorts,war cohorts,1
mustaqillik,mustaqillik,1
komi-permiaks,komi-permiaks,1
international experts,international experts,1
cadre,cadre,1
military officer,military officer,1
military organization,military organization,1
standards and guidelines for quality assurance in the european higher education area (esg),standards and guidelines for quality assurance in the european higher education area (esg),1
state and institutional accreditation,state and institutional accreditation,1
ethnizenship,ethnizenship,1
vietnamese modernity,vietnamese modernity,1
immigrant labour market integration,immigrant labour market integration,1
recognition of education,recognition of education,1
legitimacy building,legitimacy building,1
international community,international community,1
baltic geopolitics,baltic geopolitics,1
baltic history,baltic history,1
soviet occupation in the baltics,soviet occupation in the baltics,1
transnistria/transdniestria,transnistria/transdniestria,1
politicians,politicians,1
ruling classes,ruling classes,1
housing adjustment,housing adjustment,1
new suburban settlements,new suburban settlements,1
residential decision-making,residential decision-making,1
femen,femen,1
neotraditional,neotraditional,1
women's museum,women's museum,1
young rukh,young rukh,1
anthony gardner,anthony gardner,1
anthony white,anthony white,1
cy twombly,cy twombly,1
david lean,david lean,1
henry moore,henry moore,1
ingrid bergman,ingrid bergman,1
jean-luc godard,jean-luc godard,1
mark nicholls,mark nicholls,1
orson welles,orson welles,1
robert rauschenberg,robert rauschenberg,1
tennessee williams,tennessee williams,1
william wyler,william wyler,1
international criminal tribunal,international criminal tribunal,1
peace agreement,peace agreement,1
brain circulation,brain circulation,1
international emigration,international emigration,1
russian academics,russian academics,1
external representation of the ukrainian supreme liberation council (zpuhvr),external representation of the ukrainian supreme liberation council (zpuhvr),1
organisation of ukrainian nationalists (ounb),organisation of ukrainian nationalists (ounb),1
president jimmy carter,president jimmy carter,1
president ronald reagan,president ronald reagan,1
prolog research and publishing corporation,prolog research and publishing corporation,1
ukrainian press agency,ukrainian press agency,1
internationalization in higher education,internationalization in higher education,1
pedagogical university,pedagogical university,1
methods of the literary theory,methods of the literary theory,1
wang yuanhua,wang yuanhua,1
zhdanovism,zhdanovism,1
social ontology,social ontology,1
alternative,alternative,1
general crises,general crises,1
participating,participating,1
security agenda,security agenda,1
interactional expertise,interactional expertise,1
knowledge translation,knowledge translation,1
public engagement,public engagement,1
commanding officer,commanding officer,1
military commander,military commander,1
military leadership,military leadership,1
current crisis,current crisis,1
road accident,road accident,1
classical marxism,classical marxism,1
innovative marxism,innovative marxism,1
introspective marxism,introspective marxism,1
schools of contemporary russian marxism,schools of contemporary russian marxism,1
external threat,external threat,1
high life expectancy,high life expectancy,1
lower life expectancy,lower life expectancy,1
military action,military action,1
strategic context,strategic context,1
united nations security council,united nations security council,1
intentional genocide,intentional genocide,1
news bulletin,news bulletin,1
summer olympics,summer olympics,1
turkish government,turkish government,1
acute respiratory infection,acute respiratory infection,1
ischaemic heart disease,ischaemic heart disease,1
respiratory system,respiratory system,1
rheumatic heart disease,rheumatic heart disease,1
stomach cancer,stomach cancer,1
agricultural biotechnology,agricultural biotechnology,1
embryo research,embryo research,1
atlantic world,atlantic world,1
displace person,displace person,1
host society,host society,1
polish immigrant,polish immigrant,1
polish migrant,polish migrant,1
content and methods of education,content and methods of education,1
educational psychology,educational psychology,1
forms of organization of students' activity,forms of organization of students' activity,1
marxist psychology,marxist psychology,1
modernization of russian education,modernization of russian education,1
psychological and educational demands to teacher's qualification,psychological and educational demands to teacher's qualification,1
system-activity approach federal state educational standards,system-activity approach federal state educational standards,1
electoral legislation,electoral legislation,1
registered birth,registered birth,1
coin,coin,1
treaty nesting,treaty nesting,1
modern state,modern state,1
livestock economy,livestock economy,1
notarize signature,notarize signature,1
accidental poisoning,accidental poisoning,1
annual trend,annual trend,1
previous chapter,previous chapter,1
proportional distribution,proportional distribution,1
social crisis,social crisis,1
german public,german public,1
german woman,german woman,1
social contexts,social contexts,1
amateur cinema film workshops soviet film odsk soviet samodeyatelnost’ soviet cultural institutions necrorealism parallel cinema evgeniĭ iufit,amateur cinema film workshops soviet film odsk soviet samodeyatelnost’ soviet cultural institutions necrorealism parallel cinema evgeniĭ iufit,1
second generation immigrants,second generation immigrants,1
socio-cultural and socio-linguistic background,socio-cultural and socio-linguistic background,1
vocabulary in l1 and l2,vocabulary in l1 and l2,1
biographical narrative approach,biographical narrative approach,1
biographical resources,biographical resources,1
biographical work,biographical work,1
cosmopolitan self,cosmopolitan self,1
atomic bombing strategy,atomic bombing strategy,1
henry stimson,henry stimson,1
iran hostage crisis,iran hostage crisis,1
japanese diplomacy,japanese diplomacy,1
ministry of foreign affairs of japan,ministry of foreign affairs of japan,1
u.s.-japan relations,u.s.-japan relations,1
post-war cinema,post-war cinema,1
19th century ottoman foreign policy,19th century ottoman foreign policy,1
concert of europe,concert of europe,1
nato and turkey,nato and turkey,1
circulatory disease,circulatory disease,1
death certificate,death certificate,1
regional office,regional office,1
ecological education,ecological education,1
ecological tourism,ecological tourism,1
management planning,management planning,1
partnerships,partnerships,1
zapovedniks,zapovedniks,1
language of law,language of law,1
tuntian,tuntian,1
xinjiang production and construction corps,xinjiang production and construction corps,1
william rogers,william rogers,1
a girl with character,a girl with character,1
hearts of four,hearts of four,1
adolf von hildebrand,adolf von hildebrand,1
all-union exhibition of economic achievements,all-union exhibition of economic achievements,1
direct carving,direct carving,1
lenin prize,lenin prize,1
mikhail anikushin,mikhail anikushin,1
detailed list,detailed list,1
target item,target item,1
transition coefficient,transition coefficient,1
viral pneumonia,viral pneumonia,1
"""last futurist exhibition of paintings'0.10' (zero-ten)""","""last futurist exhibition of paintings'0.10' (zero-ten)""",1
konstantin rausch von traubenberg,konstantin rausch von traubenberg,1
mark antokolskii,mark antokolskii,1
